plate_id,ctrl_type,value_raw
PLT-E-PHH-LDH-ctrl,neg,97.15
PLT-E-PHH-LDH-ctrl,pos,9.24
PLT-E-PHH-LDH-ctrl,pos,8.69
PLT-E-PHH-LDH-ctrl,pos,10.31
PLT-E-PHH-LDH-ctrl,pos,8.94
PLT-E-PHH-LDH-ctrl,pos,10.4
PLT-E-PHH-LDH-ctrl,pos,9.62
PLT-E-PHH-LDH-ctrl,pos,10.41
PLT-E-PHH-ALT-ctrl,neg,98.19
PLT-E-PHH-ALT-ctrl,neg,105.1
PLT-E-PHH-ALT-ctrl,neg,98.1
PLT-E-PHH-ALT-ctrl,neg,102.11
PLT-E-PHH-ALT-ctrl,neg,99.28
PLT-E-PHH-ALT-ctrl,neg,101.43
PLT-E-PHH-ALT-ctrl,neg,99.92
PLT-E-PHH-ALT-ctrl,neg,97.82
PLT-E-PHH-ALT-ctrl,pos,7.76
PLT-E-PHH-ALT-ctrl,pos,12.01
PLT-E-PHH-ALT-ctrl,pos,7.65
PLT-E-PHH-ALT-ctrl,pos,10.24
PLT-E-PHH-ALT-ctrl,pos,10.55
PLT-E-PHH-ALT-ctrl,pos,9.43
PLT-E-PHH-Cas-ctrl,neg,99.38
PLT-E-PHH-Cas-ctrl,neg,100.03
PLT-E-PHH-Cas-ctrl,neg,101.44
PLT-E-PHH-Cas-ctrl,neg,99.39
PLT-E-PHH-Cas-ctrl,neg,101.61
PLT-E-PHH-Cas-ctrl,neg,94.11
PLT-E-PHH-Cas-ctrl,neg,99.85
PLT-E-PHH-Cas-ctrl,neg,99.79
PLT-E-PHH-Cas-ctrl,pos,9.89
PLT-E-PHH-Cas-ctrl,pos,9.3
PLT-E-PHH-Cas-ctrl,pos,10.72
PLT-E-PHH-Cas-ctrl,pos,9.6
PLT-E-PHH-Cas-ctrl,pos,10.16
PLT-E-PHH-Cas-ctrl,pos,9.97
PLT-E-PHH-Cas-ctrl,pos,10.4
PLT-E-PHH-Cas-ctrl,pos,11.14
PLT-E-PBM-IFN-ctrl,neg,99.35
PLT-E-PBM-IFN-ctrl,neg,102.46
PLT-E-PBM-IFN-ctrl,neg,100.59
PLT-E-PBM-IFN-ctrl,neg,100.15
PLT-E-PBM-IFN-ctrl,neg,100.52
PLT-E-PBM-IFN-ctrl,neg,101.47
PLT-E-PBM-IFN-ctrl,neg,100.48
PLT-E-PBM-IFN-ctrl,neg,96.38
PLT-E-PBM-IFN-ctrl,pos,10.87
PLT-E-PBM-IFN-ctrl,pos,10.1
PLT-E-PBM-IFN-ctrl,pos,10.55
PLT-E-PBM-IFN-ctrl,pos,9.68
PLT-E-PBM-IFN-ctrl,pos,8.54
PLT-E-PBM-IFN-ctrl,pos,8.18
PLT-E-PBM-IFN-ctrl,pos,9.24
PLT-E-PBM-IFN-ctrl,pos,10.41
PLT-E-PBM-IL6-ctrl,neg,99.27
PLT-E-PBM-IL6-ctrl,neg,100.02
PLT-E-PBM-IL6-ctrl,neg,98.89
PLT-E-PBM-IL6-ctrl,neg,98.81
PLT-E-PBM-IL6-ctrl,neg,99.21
PLT-E-PBM-IL6-ctrl,neg,102.49
PLT-E-PBM-IL6-ctrl,pos,8.22
PLT-E-PBM-IL6-ctrl,pos,10.5
PLT-E-PBM-IL6-ctrl,pos,10.42
PLT-E-PBM-IL6-ctrl,pos,10.95
PLT-E-PBM-IL6-ctrl,pos,10.76
PLT-E-PBM-IL6-ctrl,pos,9.0
PLT-E-PBM-TNF-ctrl,neg,100.34
PLT-E-PBM-TNF-ctrl,neg,100.96
PLT-E-PBM-TNF-ctrl,neg,99.97
PLT-E-PBM-TNF-ctrl,neg,97.49
PLT-E-PBM-TNF-ctrl,neg,98.0
PLT-E-PBM-TNF-ctrl,neg,101.05
PLT-E-PBM-TNF-ctrl,neg,98.44
PLT-E-PBM-TNF-ctrl,neg,95.86
PLT-E-PBM-TNF-ctrl,pos,10.31
PLT-E-PBM-TNF-ctrl,pos,9.3
PLT-E-PBM-TNF-ctrl,pos,10.5
PLT-E-PBM-TNF-ctrl,pos,9.84
PLT-E-PBM-TNF-ctrl,pos,10.04
PLT-E-PBM-TNF-ctrl,pos,9.09
PLT-E-PBM-TNF-ctrl,pos,9.34
PLT-E-PBM-C3a-ctrl,neg,102.88
PLT-E-PBM-C3a-ctrl,neg,100.3
PLT-E-PBM-C3a-ctrl,neg,97.84
PLT-E-PBM-C3a-ctrl,neg,104.36
PLT-E-PBM-C3a-ctrl,neg,103.52
PLT-E-PBM-C3a-ctrl,neg,101.0
PLT-E-PBM-C3a-ctrl,neg,102.55
PLT-E-PBM-C3a-ctrl,neg,99.47
PLT-E-PBM-C3a-ctrl,pos,10.58
PLT-E-PBM-C3a-ctrl,pos,9.66
PLT-E-PBM-C3a-ctrl,pos,8.92
PLT-E-PBM-C3a-ctrl,pos,12.07
PLT-E-PBM-C3a-ctrl,pos,8.87
PLT-E-PBM-C3a-ctrl,pos,10.24
PLT-E-PBM-C3a-ctrl,pos,10.23
PLT-E-PBM-C3a-ctrl,pos,10.41
PLT-E-PBM-C5a-ctrl,neg,102.56
PLT-E-PBM-C5a-ctrl,neg,103.22
PLT-E-PBM-C5a-ctrl,neg,99.8
PLT-E-PBM-C5a-ctrl,neg,98.58
PLT-E-PBM-C5a-ctrl,neg,102.13
PLT-E-PBM-C5a-ctrl,neg,96.66
PLT-E-PBM-C5a-ctrl,neg,100.5
PLT-E-PBM-C5a-ctrl,neg,99.91
PLT-E-PBM-C5a-ctrl,pos,11.04
PLT-E-PBM-C5a-ctrl,pos,11.12
PLT-E-PBM-C5a-ctrl,pos,9.25
PLT-E-PBM-C5a-ctrl,pos,10.13
PLT-E-PBM-C5a-ctrl,pos,9.54
PLT-E-PBM-C5a-ctrl,pos,9.77
PLT-E-PBM-C5a-ctrl,pos,9.73
PLT-E-PBM-TLR-ctrl,neg,98.95
PLT-E-PBM-TLR-ctrl,neg,101.31
PLT-E-PBM-TLR-ctrl,neg,98.4
PLT-E-PBM-TLR-ctrl,neg,100.6
PLT-E-PBM-TLR-ctrl,neg,101.13
PLT-E-PBM-TLR-ctrl,neg,97.58
PLT-E-PBM-TLR-ctrl,neg,98.87
PLT-E-PBM-TLR-ctrl,neg,100.7
PLT-E-PBM-TLR-ctrl,pos,10.56
PLT-E-PBM-TLR-ctrl,pos,9.57
PLT-E-PBM-TLR-ctrl,pos,9.77
PLT-E-PBM-TLR-ctrl,pos,10.58
PLT-E-PBM-TLR-ctrl,pos,10.42
PLT-E-PBM-TLR-ctrl,pos,9.7
PLT-E-PBM-TLR-ctrl,pos,10.38
PLT-A-PHH-Cel-ctrl,neg,100.88
PLT-A-PHH-Cel-ctrl,neg,97.63
PLT-A-PHH-Cel-ctrl,neg,100.54
PLT-A-PHH-Cel-ctrl,neg,102.14
PLT-A-PHH-Cel-ctrl,neg,99.48
PLT-A-PHH-Cel-ctrl,neg,101.95
PLT-A-PHH-Cel-ctrl,neg,101.09
PLT-A-PHH-Cel-ctrl,neg,101.66
PLT-A-PHH-Cel-ctrl,pos,10.04
PLT-A-PHH-Cel-ctrl,pos,10.71
PLT-A-PHH-Cel-ctrl,pos,8.83
PLT-A-PHH-Cel-ctrl,pos,10.03
PLT-A-PHH-Cel-ctrl,pos,10.57
PLT-A-PHH-Cel-ctrl,pos,10.24
PLT-A-PHH-Cel-ctrl,pos,10.88
PLT-A-PHH-Cel-ctrl,pos,9.87
PLT-A-PHH-LDH-ctrl,neg,100.89
PLT-A-PHH-LDH-ctrl,neg,102.19
PLT-A-PHH-LDH-ctrl,neg,99.82
PLT-A-PHH-LDH-ctrl,neg,101.3
PLT-A-PHH-LDH-ctrl,neg,100.21
PLT-A-PHH-LDH-ctrl,neg,98.43
PLT-A-PHH-LDH-ctrl,neg,98.38
PLT-A-PHH-LDH-ctrl,neg,101.42
PLT-A-PHH-LDH-ctrl,pos,9.49
PLT-A-PHH-LDH-ctrl,pos,8.78
PLT-A-PHH-LDH-ctrl,pos,10.1
PLT-A-PHH-LDH-ctrl,pos,9.04
PLT-A-PHH-LDH-ctrl,pos,10.06
PLT-A-PHH-LDH-ctrl,pos,10.61
PLT-A-PHH-LDH-ctrl,pos,10.02
PLT-A-PHH-ALT-ctrl,neg,97.93
PLT-A-PHH-ALT-ctrl,neg,98.93
PLT-A-PHH-ALT-ctrl,neg,99.25
PLT-A-PHH-ALT-ctrl,neg,105.96
PLT-A-PHH-ALT-ctrl,neg,99.97
PLT-A-PHH-ALT-ctrl,neg,98.36
PLT-A-PHH-ALT-ctrl,neg,96.99
PLT-A-PHH-ALT-ctrl,pos,9.87
PLT-A-PHH-ALT-ctrl,pos,11.48
PLT-A-PHH-ALT-ctrl,pos,10.27
PLT-A-PHH-ALT-ctrl,pos,10.72
PLT-A-PHH-ALT-ctrl,pos,9.27
PLT-A-PHH-ALT-ctrl,pos,9.84
PLT-A-PHH-ALT-ctrl,pos,10.16
PLT-A-PHH-ALT-ctrl,pos,9.42
PLT-A-PHH-Cas-ctrl,neg,100.33
PLT-A-PHH-Cas-ctrl,neg,95.4
PLT-A-PHH-Cas-ctrl,neg,99.36
PLT-A-PHH-Cas-ctrl,neg,101.39
PLT-A-PHH-Cas-ctrl,neg,98.56
PLT-A-PHH-Cas-ctrl,neg,97.83
PLT-A-PHH-Cas-ctrl,neg,99.86
PLT-A-PHH-Cas-ctrl,neg,98.34
PLT-A-PHH-Cas-ctrl,pos,10.15
PLT-A-PHH-Cas-ctrl,pos,9.17
PLT-A-PHH-Cas-ctrl,pos,9.92
PLT-A-PHH-Cas-ctrl,pos,9.72
PLT-A-PHH-Cas-ctrl,pos,9.99
PLT-A-PHH-Cas-ctrl,pos,11.31
PLT-A-PHH-Cas-ctrl,pos,10.16
PLT-A-PHH-Cas-ctrl,pos,10.4
PLT-A-PBM-IFN-ctrl,neg,99.93
PLT-A-PBM-IFN-ctrl,neg,100.82
PLT-A-PBM-IFN-ctrl,neg,104.07
PLT-A-PBM-IFN-ctrl,neg,99.51
PLT-A-PBM-IFN-ctrl,neg,99.27
PLT-A-PBM-IFN-ctrl,neg,99.12
PLT-A-PBM-IFN-ctrl,neg,95.76
PLT-A-PBM-IFN-ctrl,pos,9.89
PLT-A-PBM-IFN-ctrl,pos,10.7
PLT-A-PBM-IFN-ctrl,pos,9.58
PLT-A-PBM-IFN-ctrl,pos,10.15
PLT-A-PBM-IFN-ctrl,pos,11.69
PLT-A-PBM-IFN-ctrl,pos,10.27
PLT-A-PBM-IFN-ctrl,pos,8.21
PLT-A-PBM-IFN-ctrl,pos,8.87
PLT-A-PBM-IL6-ctrl,neg,103.84
PLT-A-PBM-IL6-ctrl,neg,104.52
PLT-A-PBM-IL6-ctrl,neg,100.85
PLT-A-PBM-IL6-ctrl,neg,101.8
PLT-A-PBM-IL6-ctrl,neg,97.44
PLT-A-PBM-IL6-ctrl,neg,101.4
PLT-A-PBM-IL6-ctrl,neg,97.96
PLT-A-PBM-IL6-ctrl,pos,9.86
PLT-A-PBM-IL6-ctrl,pos,10.91
PLT-A-PBM-IL6-ctrl,pos,10.06
PLT-A-PBM-IL6-ctrl,pos,10.88
PLT-A-PBM-IL6-ctrl,pos,11.04
PLT-A-PBM-IL6-ctrl,pos,8.59
PLT-A-PBM-IL6-ctrl,pos,8.26
PLT-A-PBM-IL6-ctrl,pos,10.93
PLT-A-PBM-TNF-ctrl,neg,100.48
PLT-A-PBM-TNF-ctrl,neg,94.67
PLT-A-PBM-TNF-ctrl,neg,100.54
PLT-A-PBM-TNF-ctrl,neg,100.63
PLT-A-PBM-TNF-ctrl,neg,99.56
PLT-A-PBM-TNF-ctrl,neg,99.82
PLT-A-PBM-TNF-ctrl,neg,97.5
PLT-A-PBM-TNF-ctrl,neg,102.77
PLT-A-PBM-TNF-ctrl,pos,9.73
PLT-A-PBM-TNF-ctrl,pos,9.22
PLT-A-PBM-TNF-ctrl,pos,10.44
PLT-A-PBM-TNF-ctrl,pos,10.09
PLT-A-PBM-TNF-ctrl,pos,9.71
PLT-A-PBM-TNF-ctrl,pos,9.63
PLT-A-PBM-TNF-ctrl,pos,10.0
PLT-A-PBM-TNF-ctrl,pos,11.08
PLT-A-PBM-C3a-ctrl,neg,97.06
PLT-A-PBM-C3a-ctrl,neg,99.58
PLT-A-PBM-C3a-ctrl,neg,101.36
PLT-A-PBM-C3a-ctrl,neg,98.86
PLT-A-PBM-C3a-ctrl,neg,100.43
PLT-A-PBM-C3a-ctrl,neg,97.38
PLT-A-PBM-C3a-ctrl,pos,11.03
PLT-A-PBM-C3a-ctrl,pos,10.13
PLT-A-PBM-C3a-ctrl,pos,9.44
PLT-A-PBM-C3a-ctrl,pos,9.16
PLT-A-PBM-C3a-ctrl,pos,9.49
PLT-A-PBM-C3a-ctrl,pos,8.75
PLT-A-PBM-C3a-ctrl,pos,10.4
PLT-A-PBM-C3a-ctrl,pos,9.36
PLT-A-PBM-C5a-ctrl,neg,96.75
PLT-A-PBM-C5a-ctrl,neg,102.19
PLT-A-PBM-C5a-ctrl,neg,100.85
PLT-A-PBM-C5a-ctrl,neg,99.6
PLT-A-PBM-C5a-ctrl,neg,100.69
PLT-A-PBM-C5a-ctrl,neg,100.64
PLT-A-PBM-C5a-ctrl,neg,99.2
PLT-A-PBM-C5a-ctrl,neg,100.6
PLT-A-PBM-C5a-ctrl,pos,10.58
PLT-A-PBM-C5a-ctrl,pos,9.24
PLT-A-PBM-C5a-ctrl,pos,10.28
PLT-A-PBM-C5a-ctrl,pos,7.9
PLT-A-PBM-C5a-ctrl,pos,8.46
PLT-A-PBM-C5a-ctrl,pos,10.45
PLT-A-PBM-C5a-ctrl,pos,9.67
PLT-A-PBM-C5a-ctrl,pos,9.32
PLT-A-PBM-TLR-ctrl,neg,101.65
PLT-A-PBM-TLR-ctrl,neg,98.25
PLT-A-PBM-TLR-ctrl,neg,98.53
PLT-A-PBM-TLR-ctrl,neg,100.82
PLT-A-PBM-TLR-ctrl,neg,99.44
PLT-A-PBM-TLR-ctrl,neg,99.97
PLT-A-PBM-TLR-ctrl,neg,99.67
PLT-A-PBM-TLR-ctrl,neg,102.51
PLT-A-PBM-TLR-ctrl,pos,11.04
PLT-A-PBM-TLR-ctrl,pos,8.59
PLT-A-PBM-TLR-ctrl,pos,9.43
PLT-A-PBM-TLR-ctrl,pos,9.28
PLT-A-PBM-TLR-ctrl,pos,10.67
PLT-A-PBM-TLR-ctrl,pos,10.74
PLT-A-PBM-TLR-ctrl,pos,9.18
PLT-B-PHH-Cel-ctrl,neg,99.96
PLT-B-PHH-Cel-ctrl,neg,101.07
PLT-B-PHH-Cel-ctrl,neg,101.39
PLT-B-PHH-Cel-ctrl,neg,97.45
PLT-B-PHH-Cel-ctrl,neg,98.27
PLT-B-PHH-Cel-ctrl,neg,101.22
PLT-B-PHH-Cel-ctrl,neg,99.26
PLT-B-PHH-Cel-ctrl,neg,97.21
PLT-B-PHH-Cel-ctrl,pos,9.94
PLT-B-PHH-Cel-ctrl,pos,10.14
PLT-B-PHH-Cel-ctrl,pos,10.37
PLT-B-PHH-Cel-ctrl,pos,9.39
PLT-B-PHH-Cel-ctrl,pos,9.67
PLT-B-PHH-Cel-ctrl,pos,10.74
PLT-B-PHH-LDH-ctrl,neg,100.09
PLT-B-PHH-LDH-ctrl,neg,99.9
PLT-B-PHH-LDH-ctrl,neg,98.71
PLT-B-PHH-LDH-ctrl,neg,98.91
PLT-B-PHH-LDH-ctrl,neg,102.64
PLT-B-PHH-LDH-ctrl,neg,100.87
PLT-B-PHH-LDH-ctrl,neg,98.89
PLT-B-PHH-LDH-ctrl,neg,98.15
PLT-B-PHH-LDH-ctrl,pos,9.39
PLT-B-PHH-LDH-ctrl,pos,9.87
PLT-B-PHH-LDH-ctrl,pos,10.73
PLT-B-PHH-LDH-ctrl,pos,9.31
PLT-B-PHH-LDH-ctrl,pos,10.72
PLT-B-PHH-LDH-ctrl,pos,10.11
PLT-B-PHH-ALT-ctrl,neg,98.17
PLT-B-PHH-ALT-ctrl,neg,98.52
PLT-B-PHH-ALT-ctrl,neg,99.74
PLT-B-PHH-ALT-ctrl,neg,97.66
PLT-B-PHH-ALT-ctrl,neg,101.78
PLT-B-PHH-ALT-ctrl,neg,99.89
PLT-B-PHH-ALT-ctrl,neg,99.13
PLT-B-PHH-ALT-ctrl,pos,10.88
PLT-B-PHH-ALT-ctrl,pos,9.36
PLT-B-PHH-ALT-ctrl,pos,11.83
PLT-B-PHH-ALT-ctrl,pos,9.86
PLT-B-PHH-ALT-ctrl,pos,10.12
PLT-B-PHH-ALT-ctrl,pos,11.23
PLT-B-PHH-Cas-ctrl,neg,97.97
PLT-B-PHH-Cas-ctrl,neg,99.74
PLT-B-PHH-Cas-ctrl,neg,104.05
PLT-B-PHH-Cas-ctrl,neg,101.13
PLT-B-PHH-Cas-ctrl,neg,97.33
PLT-B-PHH-Cas-ctrl,neg,98.48
PLT-B-PHH-Cas-ctrl,neg,99.99
PLT-B-PHH-Cas-ctrl,pos,9.53
PLT-B-PHH-Cas-ctrl,pos,11.62
PLT-B-PHH-Cas-ctrl,pos,9.09
PLT-B-PHH-Cas-ctrl,pos,10.25
PLT-B-PHH-Cas-ctrl,pos,9.45
PLT-B-PHH-Cas-ctrl,pos,10.59
PLT-B-PHH-Cas-ctrl,pos,11.0
PLT-B-PBM-IFN-ctrl,neg,102.68
PLT-B-PBM-IFN-ctrl,neg,97.66
PLT-B-PBM-IFN-ctrl,neg,96.4
PLT-B-PBM-IFN-ctrl,neg,100.72
PLT-B-PBM-IFN-ctrl,neg,101.67
PLT-B-PBM-IFN-ctrl,neg,100.57
PLT-B-PBM-IFN-ctrl,neg,101.34
PLT-B-PBM-IFN-ctrl,neg,101.05
PLT-B-PBM-IFN-ctrl,pos,8.82
PLT-B-PBM-IFN-ctrl,pos,11.05
PLT-B-PBM-IFN-ctrl,pos,8.95
PLT-B-PBM-IFN-ctrl,pos,9.73
PLT-B-PBM-IFN-ctrl,pos,10.45
PLT-B-PBM-IFN-ctrl,pos,11.44
PLT-B-PBM-IL6-ctrl,neg,101.32
PLT-B-PBM-IL6-ctrl,neg,100.77
PLT-B-PBM-IL6-ctrl,neg,101.0
PLT-B-PBM-IL6-ctrl,neg,96.34
PLT-B-PBM-IL6-ctrl,neg,100.48
PLT-B-PBM-IL6-ctrl,neg,103.28
PLT-B-PBM-IL6-ctrl,neg,100.44
PLT-B-PBM-IL6-ctrl,pos,10.07
PLT-B-PBM-IL6-ctrl,pos,9.52
PLT-B-PBM-IL6-ctrl,pos,10.39
PLT-B-PBM-IL6-ctrl,pos,9.84
PLT-B-PBM-IL6-ctrl,pos,11.05
PLT-B-PBM-TNF-ctrl,neg,98.93
PLT-B-PBM-TNF-ctrl,neg,100.97
PLT-B-PBM-TNF-ctrl,neg,100.27
PLT-B-PBM-TNF-ctrl,neg,99.43
PLT-B-PBM-TNF-ctrl,neg,101.35
PLT-B-PBM-TNF-ctrl,neg,101.4
PLT-B-PBM-TNF-ctrl,neg,102.83
PLT-B-PBM-TNF-ctrl,pos,11.07
PLT-B-PBM-TNF-ctrl,pos,9.95
PLT-B-PBM-TNF-ctrl,pos,9.24
PLT-B-PBM-TNF-ctrl,pos,9.34
PLT-B-PBM-TNF-ctrl,pos,10.24
PLT-B-PBM-TNF-ctrl,pos,10.13
PLT-B-PBM-TNF-ctrl,pos,10.21
PLT-B-PBM-C3a-ctrl,neg,98.73
PLT-B-PBM-C3a-ctrl,neg,95.46
PLT-B-PBM-C3a-ctrl,neg,96.28
PLT-B-PBM-C3a-ctrl,neg,96.77
PLT-B-PBM-C3a-ctrl,neg,101.19
PLT-B-PBM-C3a-ctrl,neg,104.43
PLT-B-PBM-C3a-ctrl,neg,95.92
PLT-B-PBM-C3a-ctrl,neg,98.43
PLT-B-PBM-C3a-ctrl,pos,10.07
PLT-B-PBM-C3a-ctrl,pos,11.24
PLT-B-PBM-C3a-ctrl,pos,9.37
PLT-B-PBM-C3a-ctrl,pos,10.47
PLT-B-PBM-C3a-ctrl,pos,9.8
PLT-B-PBM-C3a-ctrl,pos,12.09
PLT-B-PBM-C3a-ctrl,pos,10.12
PLT-B-PBM-C3a-ctrl,pos,10.28
PLT-B-PBM-C5a-ctrl,neg,95.43
PLT-B-PBM-C5a-ctrl,neg,99.55
PLT-B-PBM-C5a-ctrl,neg,100.39
PLT-B-PBM-C5a-ctrl,neg,100.3
PLT-B-PBM-C5a-ctrl,neg,98.99
PLT-B-PBM-C5a-ctrl,neg,99.35
PLT-B-PBM-C5a-ctrl,pos,9.1
PLT-B-PBM-C5a-ctrl,pos,8.4
PLT-B-PBM-C5a-ctrl,pos,9.91
PLT-B-PBM-C5a-ctrl,pos,9.4
PLT-B-PBM-C5a-ctrl,pos,10.86
PLT-B-PBM-C5a-ctrl,pos,8.25
PLT-B-PBM-C5a-ctrl,pos,11.7
PLT-B-PBM-TLR-ctrl,neg,100.04
PLT-B-PBM-TLR-ctrl,neg,98.89
PLT-B-PBM-TLR-ctrl,neg,102.04
PLT-B-PBM-TLR-ctrl,neg,100.16
PLT-B-PBM-TLR-ctrl,neg,98.47
PLT-B-PBM-TLR-ctrl,neg,100.01
PLT-B-PBM-TLR-ctrl,neg,99.52
PLT-B-PBM-TLR-ctrl,pos,11.11
PLT-B-PBM-TLR-ctrl,pos,9.96
PLT-B-PBM-TLR-ctrl,pos,8.89
PLT-B-PBM-TLR-ctrl,pos,10.4
PLT-B-PBM-TLR-ctrl,pos,11.43
PLT-B-PBM-TLR-ctrl,pos,10.96
PLT-B-PBM-TLR-ctrl,pos,9.12
PLT-B-PBM-TLR-ctrl,pos,9.79
PLT-C-PHH-Cel-ctrl,neg,101.53
PLT-C-PHH-Cel-ctrl,neg,101.05
PLT-C-PHH-Cel-ctrl,neg,98.55
PLT-C-PHH-Cel-ctrl,neg,97.71
PLT-C-PHH-Cel-ctrl,neg,98.7
PLT-C-PHH-Cel-ctrl,neg,97.06
PLT-C-PHH-Cel-ctrl,neg,100.42
PLT-C-PHH-Cel-ctrl,neg,102.37
PLT-C-PHH-Cel-ctrl,pos,11.14
PLT-C-PHH-Cel-ctrl,pos,9.13
PLT-C-PHH-Cel-ctrl,pos,10.63
PLT-C-PHH-Cel-ctrl,pos,10.07
PLT-C-PHH-Cel-ctrl,pos,8.08
PLT-C-PHH-Cel-ctrl,pos,9.73
PLT-C-PHH-Cel-ctrl,pos,10.97
PLT-C-PHH-LDH-ctrl,neg,100.97
PLT-C-PHH-LDH-ctrl,neg,100.36
PLT-C-PHH-LDH-ctrl,neg,98.62
PLT-C-PHH-LDH-ctrl,neg,99.49
PLT-C-PHH-LDH-ctrl,neg,99.84
PLT-C-PHH-LDH-ctrl,neg,100.85
PLT-C-PHH-LDH-ctrl,neg,98.14
PLT-C-PHH-LDH-ctrl,pos,10.63
PLT-C-PHH-LDH-ctrl,pos,8.66
PLT-C-PHH-LDH-ctrl,pos,9.09
PLT-C-PHH-LDH-ctrl,pos,9.31
PLT-C-PHH-LDH-ctrl,pos,11.54
PLT-C-PHH-LDH-ctrl,pos,8.82
PLT-C-PHH-LDH-ctrl,pos,9.34
PLT-C-PHH-ALT-ctrl,neg,100.07
PLT-C-PHH-ALT-ctrl,neg,100.54
PLT-C-PHH-ALT-ctrl,neg,100.05
PLT-C-PHH-ALT-ctrl,neg,99.05
PLT-C-PHH-ALT-ctrl,neg,99.02
PLT-C-PHH-ALT-ctrl,neg,99.68
PLT-C-PHH-ALT-ctrl,neg,97.7
PLT-C-PHH-ALT-ctrl,pos,8.48
PLT-C-PHH-ALT-ctrl,pos,9.52
PLT-C-PHH-ALT-ctrl,pos,8.89
PLT-C-PHH-ALT-ctrl,pos,9.33
PLT-C-PHH-ALT-ctrl,pos,9.66
PLT-C-PHH-ALT-ctrl,pos,9.88
PLT-C-PHH-ALT-ctrl,pos,9.47
PLT-C-PHH-ALT-ctrl,pos,11.75
PLT-C-PHH-Cas-ctrl,neg,99.13
PLT-C-PHH-Cas-ctrl,neg,102.66
PLT-C-PHH-Cas-ctrl,neg,101.64
PLT-C-PHH-Cas-ctrl,neg,99.94
PLT-C-PHH-Cas-ctrl,neg,100.4
PLT-C-PHH-Cas-ctrl,neg,101.52
PLT-C-PHH-Cas-ctrl,neg,101.45
PLT-C-PHH-Cas-ctrl,pos,10.6
PLT-C-PHH-Cas-ctrl,pos,10.27
PLT-C-PHH-Cas-ctrl,pos,9.47
PLT-C-PHH-Cas-ctrl,pos,10.37
PLT-C-PHH-Cas-ctrl,pos,10.67
PLT-C-PHH-Cas-ctrl,pos,10.56
PLT-C-PHH-Cas-ctrl,pos,9.46
PLT-C-PBM-IFN-ctrl,neg,101.26
PLT-C-PBM-IFN-ctrl,neg,99.19
PLT-C-PBM-IFN-ctrl,neg,100.56
PLT-C-PBM-IFN-ctrl,neg,102.79
PLT-C-PBM-IFN-ctrl,neg,100.96
PLT-C-PBM-IFN-ctrl,neg,97.04
PLT-C-PBM-IFN-ctrl,neg,98.74
PLT-C-PBM-IFN-ctrl,neg,98.65
PLT-C-PBM-IFN-ctrl,pos,9.4
PLT-C-PBM-IFN-ctrl,pos,8.31
PLT-C-PBM-IFN-ctrl,pos,11.51
PLT-C-PBM-IFN-ctrl,pos,9.3
PLT-C-PBM-IFN-ctrl,pos,9.36
PLT-C-PBM-IFN-ctrl,pos,8.45
PLT-C-PBM-IFN-ctrl,pos,10.69
PLT-C-PBM-IFN-ctrl,pos,9.93
PLT-C-PBM-IL6-ctrl,neg,101.14
PLT-C-PBM-IL6-ctrl,neg,98.33
PLT-C-PBM-IL6-ctrl,neg,97.34
PLT-C-PBM-IL6-ctrl,neg,100.15
PLT-C-PBM-IL6-ctrl,neg,101.86
PLT-C-PBM-IL6-ctrl,neg,102.08
PLT-C-PBM-IL6-ctrl,neg,101.17
PLT-C-PBM-IL6-ctrl,neg,99.1
PLT-C-PBM-IL6-ctrl,pos,9.36
PLT-C-PBM-IL6-ctrl,pos,9.99
PLT-C-PBM-IL6-ctrl,pos,9.62
PLT-C-PBM-IL6-ctrl,pos,11.64
PLT-C-PBM-IL6-ctrl,pos,11.24
PLT-C-PBM-TNF-ctrl,neg,101.77
PLT-C-PBM-TNF-ctrl,neg,101.27
PLT-C-PBM-TNF-ctrl,neg,102.13
PLT-C-PBM-TNF-ctrl,neg,101.09
PLT-C-PBM-TNF-ctrl,neg,97.06
PLT-C-PBM-TNF-ctrl,neg,101.22
PLT-C-PBM-TNF-ctrl,neg,100.23
PLT-C-PBM-TNF-ctrl,pos,11.09
PLT-C-PBM-TNF-ctrl,pos,9.88
PLT-C-PBM-TNF-ctrl,pos,9.58
PLT-C-PBM-TNF-ctrl,pos,10.9
PLT-C-PBM-C3a-ctrl,neg,96.31
PLT-C-PBM-C3a-ctrl,neg,102.66
PLT-C-PBM-C3a-ctrl,neg,98.73
PLT-C-PBM-C3a-ctrl,neg,102.65
PLT-C-PBM-C3a-ctrl,neg,98.55
PLT-C-PBM-C3a-ctrl,neg,100.98
PLT-C-PBM-C3a-ctrl,neg,98.72
PLT-C-PBM-C3a-ctrl,pos,10.5
PLT-C-PBM-C3a-ctrl,pos,8.94
PLT-C-PBM-C3a-ctrl,pos,11.9
PLT-C-PBM-C3a-ctrl,pos,9.18
PLT-C-PBM-C3a-ctrl,pos,9.13
PLT-C-PBM-C3a-ctrl,pos,11.03
PLT-C-PBM-C3a-ctrl,pos,9.74
PLT-C-PBM-C5a-ctrl,neg,101.14
PLT-C-PBM-C5a-ctrl,neg,99.9
PLT-C-PBM-C5a-ctrl,neg,102.0
PLT-C-PBM-C5a-ctrl,neg,99.57
PLT-C-PBM-C5a-ctrl,neg,98.69
PLT-C-PBM-C5a-ctrl,neg,100.51
