result_id,oligo_id,assay_system,endpoint,concentration_um,timepoint_h,replicate_bio,replicate_tech,batch_id,plate_id,cell_donor_id,value_raw,value_normalized,unit,plate_qc_pass,qc_flag,is_anchor
8236,OT-00023,PBMC,C5a,50.0,24,2,2,BATCH-C,PLT-C-PBM-C5a-0500,DONOR-02,75.494,75.494,% vehicle ctrl,True,pass,0
8237,OT-00023,PBMC,C5a,50.0,24,3,1,BATCH-C,PLT-C-PBM-C5a-0500,DONOR-03,76.055,76.055,% vehicle ctrl,True,pass,0
8238,OT-00023,PBMC,C5a,50.0,24,3,2,BATCH-C,PLT-C-PBM-C5a-0500,DONOR-03,74.039,74.039,% vehicle ctrl,True,pass,0
8239,OT-00023,PBMC,C5a,100.0,24,1,1,BATCH-C,PLT-C-PBM-C5a-1000,DONOR-01,85.497,85.497,% vehicle ctrl,True,pass,0
8240,OT-00023,PBMC,C5a,100.0,24,1,2,BATCH-C,PLT-C-PBM-C5a-1000,DONOR-01,86.124,86.124,% vehicle ctrl,True,pass,0
8241,OT-00023,PBMC,C5a,100.0,24,2,1,BATCH-C,PLT-C-PBM-C5a-1000,DONOR-02,82.629,82.629,% vehicle ctrl,True,pass,0
8242,OT-00023,PBMC,C5a,100.0,24,2,2,BATCH-C,PLT-C-PBM-C5a-1000,DONOR-02,85.522,85.522,% vehicle ctrl,True,pass,0
8243,OT-00023,PBMC,C5a,100.0,24,3,1,BATCH-C,PLT-C-PBM-C5a-1000,DONOR-03,82.826,82.826,% vehicle ctrl,True,pass,0
8244,OT-00023,PBMC,C5a,100.0,24,3,2,BATCH-C,PLT-C-PBM-C5a-1000,DONOR-03,80.753,80.753,% vehicle ctrl,True,pass,0
8245,OT-00023,PBMC,TLR9_activation,0.01,24,1,1,BATCH-C,PLT-C-PBM-TLR-0000,DONOR-01,9.739,9.739,% vehicle ctrl,True,pass,0
8246,OT-00023,PBMC,TLR9_activation,0.01,24,1,2,BATCH-C,PLT-C-PBM-TLR-0000,DONOR-01,8.338,8.338,% vehicle ctrl,True,pass,0
8247,OT-00023,PBMC,TLR9_activation,0.01,24,2,1,BATCH-C,PLT-C-PBM-TLR-0000,DONOR-02,5.072,5.072,% vehicle ctrl,True,pass,0
8248,OT-00023,PBMC,TLR9_activation,0.01,24,2,2,BATCH-C,PLT-C-PBM-TLR-0000,DONOR-02,9.388,9.388,% vehicle ctrl,True,pass,0
8249,OT-00023,PBMC,TLR9_activation,0.01,24,3,1,BATCH-C,PLT-C-PBM-TLR-0000,DONOR-03,5.242,5.242,% vehicle ctrl,True,pass,0
8250,OT-00023,PBMC,TLR9_activation,0.01,24,3,2,BATCH-C,PLT-C-PBM-TLR-0000,DONOR-03,12.484,12.484,% vehicle ctrl,True,pass,0
8251,OT-00023,PBMC,TLR9_activation,0.1,24,1,1,BATCH-C,PLT-C-PBM-TLR-0001,DONOR-01,7.177,7.177,% vehicle ctrl,True,pass,0
8252,OT-00023,PBMC,TLR9_activation,0.1,24,1,2,BATCH-C,PLT-C-PBM-TLR-0001,DONOR-01,5.674,5.674,% vehicle ctrl,True,pass,0
8253,OT-00023,PBMC,TLR9_activation,0.1,24,2,1,BATCH-C,PLT-C-PBM-TLR-0001,DONOR-02,8.74,8.74,% vehicle ctrl,True,pass,0
8254,OT-00023,PBMC,TLR9_activation,0.1,24,2,2,BATCH-C,PLT-C-PBM-TLR-0001,DONOR-02,8.911,8.911,% vehicle ctrl,True,pass,0
8255,OT-00023,PBMC,TLR9_activation,0.1,24,3,1,BATCH-C,PLT-C-PBM-TLR-0001,DONOR-03,6.543,6.543,% vehicle ctrl,True,pass,0
8256,OT-00023,PBMC,TLR9_activation,0.1,24,3,2,BATCH-C,PLT-C-PBM-TLR-0001,DONOR-03,5.987,5.987,% vehicle ctrl,True,pass,0
8257,OT-00023,PBMC,TLR9_activation,1.0,24,1,1,BATCH-C,PLT-C-PBM-TLR-0010,DONOR-01,2.885,2.885,% vehicle ctrl,True,pass,0
8258,OT-00023,PBMC,TLR9_activation,1.0,24,1,2,BATCH-C,PLT-C-PBM-TLR-0010,DONOR-01,10.519,10.519,% vehicle ctrl,True,pass,0
8259,OT-00023,PBMC,TLR9_activation,1.0,24,2,1,BATCH-C,PLT-C-PBM-TLR-0010,DONOR-02,12.252,12.252,% vehicle ctrl,True,pass,0
8260,OT-00023,PBMC,TLR9_activation,1.0,24,2,2,BATCH-C,PLT-C-PBM-TLR-0010,DONOR-02,10.982,10.982,% vehicle ctrl,True,pass,0
8261,OT-00023,PBMC,TLR9_activation,1.0,24,3,1,BATCH-C,PLT-C-PBM-TLR-0010,DONOR-03,5.605,5.605,% vehicle ctrl,True,pass,0
8262,OT-00023,PBMC,TLR9_activation,1.0,24,3,2,BATCH-C,PLT-C-PBM-TLR-0010,DONOR-03,9.236,9.236,% vehicle ctrl,True,pass,0
8263,OT-00023,PBMC,TLR9_activation,10.0,24,1,1,BATCH-C,PLT-C-PBM-TLR-0100,DONOR-01,13.692,13.692,% vehicle ctrl,True,pass,0
8264,OT-00023,PBMC,TLR9_activation,10.0,24,1,2,BATCH-C,PLT-C-PBM-TLR-0100,DONOR-01,8.336,8.336,% vehicle ctrl,True,pass,0
8265,OT-00023,PBMC,TLR9_activation,10.0,24,2,1,BATCH-C,PLT-C-PBM-TLR-0100,DONOR-02,10.995,10.995,% vehicle ctrl,True,pass,0
8266,OT-00023,PBMC,TLR9_activation,10.0,24,2,2,BATCH-C,PLT-C-PBM-TLR-0100,DONOR-02,13.736,13.736,% vehicle ctrl,True,pass,0
8267,OT-00023,PBMC,TLR9_activation,10.0,24,3,1,BATCH-C,PLT-C-PBM-TLR-0100,DONOR-03,6.608,6.608,% vehicle ctrl,True,pass,0
8268,OT-00023,PBMC,TLR9_activation,10.0,24,3,2,BATCH-C,PLT-C-PBM-TLR-0100,DONOR-03,9.556,9.556,% vehicle ctrl,True,pass,0
8269,OT-00023,PBMC,TLR9_activation,50.0,24,1,1,BATCH-C,PLT-C-PBM-TLR-0500,DONOR-01,58.009,58.009,% vehicle ctrl,True,pass,0
8270,OT-00023,PBMC,TLR9_activation,50.0,24,1,2,BATCH-C,PLT-C-PBM-TLR-0500,DONOR-01,56.244,56.244,% vehicle ctrl,True,pass,0
8271,OT-00023,PBMC,TLR9_activation,50.0,24,2,1,BATCH-C,PLT-C-PBM-TLR-0500,DONOR-02,54.795,54.795,% vehicle ctrl,True,pass,0
8272,OT-00023,PBMC,TLR9_activation,50.0,24,2,2,BATCH-C,PLT-C-PBM-TLR-0500,DONOR-02,61.12,61.12,% vehicle ctrl,True,pass,0
8273,OT-00023,PBMC,TLR9_activation,50.0,24,3,1,BATCH-C,PLT-C-PBM-TLR-0500,DONOR-03,53.327,53.327,% vehicle ctrl,True,pass,0
8274,OT-00023,PBMC,TLR9_activation,50.0,24,3,2,BATCH-C,PLT-C-PBM-TLR-0500,DONOR-03,63.09,63.09,% vehicle ctrl,True,pass,0
8275,OT-00023,PBMC,TLR9_activation,100.0,24,1,1,BATCH-C,PLT-C-PBM-TLR-1000,DONOR-01,68.008,68.008,% vehicle ctrl,True,pass,0
8276,OT-00023,PBMC,TLR9_activation,100.0,24,1,2,BATCH-C,PLT-C-PBM-TLR-1000,DONOR-01,60.616,60.616,% vehicle ctrl,True,pass,0
8277,OT-00023,PBMC,TLR9_activation,100.0,24,2,1,BATCH-C,PLT-C-PBM-TLR-1000,DONOR-02,63.107,63.107,% vehicle ctrl,True,pass,0
8278,OT-00023,PBMC,TLR9_activation,100.0,24,2,2,BATCH-C,PLT-C-PBM-TLR-1000,DONOR-02,63.914,63.914,% vehicle ctrl,True,pass,0
8279,OT-00023,PBMC,TLR9_activation,100.0,24,3,1,BATCH-C,PLT-C-PBM-TLR-1000,DONOR-03,67.393,67.393,% vehicle ctrl,True,pass,0
8280,OT-00023,PBMC,TLR9_activation,100.0,24,3,2,BATCH-C,PLT-C-PBM-TLR-1000,DONOR-03,60.197,60.197,% vehicle ctrl,True,pass,0
8281,OT-00024,PHH,Cell_viability_ATPLite,0.01,24,1,1,BATCH-D,PLT-D-PHH-Cel-0000,DONOR-01,15.586,15.586,% vehicle ctrl,True,pass,0
8282,OT-00024,PHH,Cell_viability_ATPLite,0.01,24,1,2,BATCH-D,PLT-D-PHH-Cel-0000,DONOR-01,9.829,9.829,% vehicle ctrl,True,pass,0
8283,OT-00024,PHH,Cell_viability_ATPLite,0.01,24,2,1,BATCH-D,PLT-D-PHH-Cel-0000,DONOR-02,3.36,3.36,% vehicle ctrl,True,pass,0
8284,OT-00024,PHH,Cell_viability_ATPLite,0.01,24,2,2,BATCH-D,PLT-D-PHH-Cel-0000,DONOR-02,10.415,10.415,% vehicle ctrl,True,pass,0
8285,OT-00024,PHH,Cell_viability_ATPLite,0.01,24,3,1,BATCH-D,PLT-D-PHH-Cel-0000,DONOR-03,3.166,3.166,% vehicle ctrl,True,pass,0
8286,OT-00024,PHH,Cell_viability_ATPLite,0.01,24,3,2,BATCH-D,PLT-D-PHH-Cel-0000,DONOR-03,10.565,10.565,% vehicle ctrl,True,pass,0
8287,OT-00024,PHH,Cell_viability_ATPLite,0.1,24,1,1,BATCH-D,PLT-D-PHH-Cel-0001,DONOR-01,9.427,9.427,% vehicle ctrl,True,pass,0
8288,OT-00024,PHH,Cell_viability_ATPLite,0.1,24,1,2,BATCH-D,PLT-D-PHH-Cel-0001,DONOR-01,12.628,12.628,% vehicle ctrl,True,pass,0
8289,OT-00024,PHH,Cell_viability_ATPLite,0.1,24,2,1,BATCH-D,PLT-D-PHH-Cel-0001,DONOR-02,7.743,7.743,% vehicle ctrl,True,pass,0
8290,OT-00024,PHH,Cell_viability_ATPLite,0.1,24,2,2,BATCH-D,PLT-D-PHH-Cel-0001,DONOR-02,9.618,9.618,% vehicle ctrl,True,pass,0
8291,OT-00024,PHH,Cell_viability_ATPLite,0.1,24,3,1,BATCH-D,PLT-D-PHH-Cel-0001,DONOR-03,10.763,10.763,% vehicle ctrl,True,pass,0
8292,OT-00024,PHH,Cell_viability_ATPLite,0.1,24,3,2,BATCH-D,PLT-D-PHH-Cel-0001,DONOR-03,1.87,1.87,% vehicle ctrl,True,pass,0
8293,OT-00024,PHH,Cell_viability_ATPLite,1.0,24,1,1,BATCH-D,PLT-D-PHH-Cel-0010,DONOR-01,10.272,10.272,% vehicle ctrl,True,pass,0
8294,OT-00024,PHH,Cell_viability_ATPLite,1.0,24,1,2,BATCH-D,PLT-D-PHH-Cel-0010,DONOR-01,2.063,2.063,% vehicle ctrl,True,pass,0
8295,OT-00024,PHH,Cell_viability_ATPLite,1.0,24,2,1,BATCH-D,PLT-D-PHH-Cel-0010,DONOR-02,6.956,6.956,% vehicle ctrl,True,pass,0
8296,OT-00024,PHH,Cell_viability_ATPLite,1.0,24,2,2,BATCH-D,PLT-D-PHH-Cel-0010,DONOR-02,9.826,9.826,% vehicle ctrl,True,pass,0
8297,OT-00024,PHH,Cell_viability_ATPLite,1.0,24,3,1,BATCH-D,PLT-D-PHH-Cel-0010,DONOR-03,2.732,2.732,% vehicle ctrl,True,pass,0
8298,OT-00024,PHH,Cell_viability_ATPLite,1.0,24,3,2,BATCH-D,PLT-D-PHH-Cel-0010,DONOR-03,10.899,10.899,% vehicle ctrl,True,pass,0
8299,OT-00024,PHH,Cell_viability_ATPLite,10.0,24,1,1,BATCH-D,PLT-D-PHH-Cel-0100,DONOR-01,14.843,14.843,% vehicle ctrl,True,pass,0
8300,OT-00024,PHH,Cell_viability_ATPLite,10.0,24,1,2,BATCH-D,PLT-D-PHH-Cel-0100,DONOR-01,16.665,16.665,% vehicle ctrl,True,pass,0
8301,OT-00024,PHH,Cell_viability_ATPLite,10.0,24,2,1,BATCH-D,PLT-D-PHH-Cel-0100,DONOR-02,7.993,7.993,% vehicle ctrl,True,pass,0
8302,OT-00024,PHH,Cell_viability_ATPLite,10.0,24,2,2,BATCH-D,PLT-D-PHH-Cel-0100,DONOR-02,19.592,19.592,% vehicle ctrl,True,pass,0
8303,OT-00024,PHH,Cell_viability_ATPLite,10.0,24,3,1,BATCH-D,PLT-D-PHH-Cel-0100,DONOR-03,9.06,9.06,% vehicle ctrl,True,pass,0
8304,OT-00024,PHH,Cell_viability_ATPLite,10.0,24,3,2,BATCH-D,PLT-D-PHH-Cel-0100,DONOR-03,13.448,13.448,% vehicle ctrl,True,pass,0
8305,OT-00024,PHH,Cell_viability_ATPLite,50.0,24,1,1,BATCH-D,PLT-D-PHH-Cel-0500,DONOR-01,59.777,59.777,% vehicle ctrl,True,pass,0
8306,OT-00024,PHH,Cell_viability_ATPLite,50.0,24,1,2,BATCH-D,PLT-D-PHH-Cel-0500,DONOR-01,61.891,61.891,% vehicle ctrl,True,pass,0
8307,OT-00024,PHH,Cell_viability_ATPLite,50.0,24,2,1,BATCH-D,PLT-D-PHH-Cel-0500,DONOR-02,65.656,65.656,% vehicle ctrl,True,pass,0
8308,OT-00024,PHH,Cell_viability_ATPLite,50.0,24,2,2,BATCH-D,PLT-D-PHH-Cel-0500,DONOR-02,57.84,57.84,% vehicle ctrl,True,pass,0
8309,OT-00024,PHH,Cell_viability_ATPLite,50.0,24,3,1,BATCH-D,PLT-D-PHH-Cel-0500,DONOR-03,65.15,65.15,% vehicle ctrl,True,pass,0
8310,OT-00024,PHH,Cell_viability_ATPLite,50.0,24,3,2,BATCH-D,PLT-D-PHH-Cel-0500,DONOR-03,62.283,62.283,% vehicle ctrl,True,pass,0
8311,OT-00024,PHH,Cell_viability_ATPLite,100.0,24,1,1,BATCH-D,PLT-D-PHH-Cel-1000,DONOR-01,66.769,66.769,% vehicle ctrl,True,pass,0
8312,OT-00024,PHH,Cell_viability_ATPLite,100.0,24,1,2,BATCH-D,PLT-D-PHH-Cel-1000,DONOR-01,68.149,68.149,% vehicle ctrl,True,pass,0
8313,OT-00024,PHH,Cell_viability_ATPLite,100.0,24,2,1,BATCH-D,PLT-D-PHH-Cel-1000,DONOR-02,72.637,72.637,% vehicle ctrl,True,pass,0
8314,OT-00024,PHH,Cell_viability_ATPLite,100.0,24,2,2,BATCH-D,PLT-D-PHH-Cel-1000,DONOR-02,64.478,64.478,% vehicle ctrl,True,pass,0
8315,OT-00024,PHH,Cell_viability_ATPLite,100.0,24,3,1,BATCH-D,PLT-D-PHH-Cel-1000,DONOR-03,68.075,68.075,% vehicle ctrl,True,pass,0
8316,OT-00024,PHH,Cell_viability_ATPLite,100.0,24,3,2,BATCH-D,PLT-D-PHH-Cel-1000,DONOR-03,68.664,68.664,% vehicle ctrl,True,pass,0
8317,OT-00024,PHH,LDH_release,0.01,24,1,1,BATCH-D,PLT-D-PHH-LDH-0000,DONOR-01,9.235,9.235,% vehicle ctrl,True,pass,0
8318,OT-00024,PHH,LDH_release,0.01,24,1,2,BATCH-D,PLT-D-PHH-LDH-0000,DONOR-01,9.582,9.582,% vehicle ctrl,True,pass,0
8319,OT-00024,PHH,LDH_release,0.01,24,2,1,BATCH-D,PLT-D-PHH-LDH-0000,DONOR-02,9.945,9.945,% vehicle ctrl,True,pass,0
8320,OT-00024,PHH,LDH_release,0.01,24,2,2,BATCH-D,PLT-D-PHH-LDH-0000,DONOR-02,8.529,8.529,% vehicle ctrl,True,pass,0
8321,OT-00024,PHH,LDH_release,0.01,24,3,1,BATCH-D,PLT-D-PHH-LDH-0000,DONOR-03,3.432,3.432,% vehicle ctrl,True,pass,0
8322,OT-00024,PHH,LDH_release,0.01,24,3,2,BATCH-D,PLT-D-PHH-LDH-0000,DONOR-03,9.048,9.048,% vehicle ctrl,True,pass,0
8323,OT-00024,PHH,LDH_release,0.1,24,1,1,BATCH-D,PLT-D-PHH-LDH-0001,DONOR-01,11.019,11.019,% vehicle ctrl,True,pass,0
8324,OT-00024,PHH,LDH_release,0.1,24,1,2,BATCH-D,PLT-D-PHH-LDH-0001,DONOR-01,2.719,2.719,% vehicle ctrl,True,pass,0
8325,OT-00024,PHH,LDH_release,0.1,24,2,1,BATCH-D,PLT-D-PHH-LDH-0001,DONOR-02,3.472,3.472,% vehicle ctrl,True,pass,0
8326,OT-00024,PHH,LDH_release,0.1,24,2,2,BATCH-D,PLT-D-PHH-LDH-0001,DONOR-02,5.931,5.931,% vehicle ctrl,True,pass,0
8327,OT-00024,PHH,LDH_release,0.1,24,3,1,BATCH-D,PLT-D-PHH-LDH-0001,DONOR-03,10.762,10.762,% vehicle ctrl,True,pass,0
8328,OT-00024,PHH,LDH_release,0.1,24,3,2,BATCH-D,PLT-D-PHH-LDH-0001,DONOR-03,5.708,5.708,% vehicle ctrl,True,pass,0
8329,OT-00024,PHH,LDH_release,1.0,24,1,1,BATCH-D,PLT-D-PHH-LDH-0010,DONOR-01,11.052,11.052,% vehicle ctrl,True,pass,0
8330,OT-00024,PHH,LDH_release,1.0,24,1,2,BATCH-D,PLT-D-PHH-LDH-0010,DONOR-01,9.007,9.007,% vehicle ctrl,True,pass,0
8331,OT-00024,PHH,LDH_release,1.0,24,2,1,BATCH-D,PLT-D-PHH-LDH-0010,DONOR-02,7.074,7.074,% vehicle ctrl,True,pass,0
8332,OT-00024,PHH,LDH_release,1.0,24,2,2,BATCH-D,PLT-D-PHH-LDH-0010,DONOR-02,17.512,17.512,% vehicle ctrl,True,pass,0
8333,OT-00024,PHH,LDH_release,1.0,24,3,1,BATCH-D,PLT-D-PHH-LDH-0010,DONOR-03,4.776,4.776,% vehicle ctrl,True,pass,0
8334,OT-00024,PHH,LDH_release,1.0,24,3,2,BATCH-D,PLT-D-PHH-LDH-0010,DONOR-03,8.648,8.648,% vehicle ctrl,True,pass,0
8335,OT-00024,PHH,LDH_release,10.0,24,1,1,BATCH-D,PLT-D-PHH-LDH-0100,DONOR-01,22.659,22.659,% vehicle ctrl,True,pass,0
8336,OT-00024,PHH,LDH_release,10.0,24,1,2,BATCH-D,PLT-D-PHH-LDH-0100,DONOR-01,26.724,26.724,% vehicle ctrl,True,pass,0
8337,OT-00024,PHH,LDH_release,10.0,24,2,1,BATCH-D,PLT-D-PHH-LDH-0100,DONOR-02,22.677,22.677,% vehicle ctrl,True,pass,0
8338,OT-00024,PHH,LDH_release,10.0,24,2,2,BATCH-D,PLT-D-PHH-LDH-0100,DONOR-02,23.904,23.904,% vehicle ctrl,True,pass,0
8339,OT-00024,PHH,LDH_release,10.0,24,3,1,BATCH-D,PLT-D-PHH-LDH-0100,DONOR-03,23.811,23.811,% vehicle ctrl,True,pass,0
8340,OT-00024,PHH,LDH_release,10.0,24,3,2,BATCH-D,PLT-D-PHH-LDH-0100,DONOR-03,24.078,24.078,% vehicle ctrl,True,pass,0
8341,OT-00024,PHH,LDH_release,50.0,24,1,1,BATCH-D,PLT-D-PHH-LDH-0500,DONOR-01,69.613,69.613,% vehicle ctrl,True,pass,0
8342,OT-00024,PHH,LDH_release,50.0,24,1,2,BATCH-D,PLT-D-PHH-LDH-0500,DONOR-01,61.361,61.361,% vehicle ctrl,True,pass,0
8343,OT-00024,PHH,LDH_release,50.0,24,2,1,BATCH-D,PLT-D-PHH-LDH-0500,DONOR-02,64.451,64.451,% vehicle ctrl,True,pass,0
8344,OT-00024,PHH,LDH_release,50.0,24,2,2,BATCH-D,PLT-D-PHH-LDH-0500,DONOR-02,64.751,64.751,% vehicle ctrl,True,pass,0
8345,OT-00024,PHH,LDH_release,50.0,24,3,1,BATCH-D,PLT-D-PHH-LDH-0500,DONOR-03,63.486,63.486,% vehicle ctrl,True,pass,0
8346,OT-00024,PHH,LDH_release,50.0,24,3,2,BATCH-D,PLT-D-PHH-LDH-0500,DONOR-03,71.113,71.113,% vehicle ctrl,True,pass,0
8347,OT-00024,PHH,LDH_release,100.0,24,1,1,BATCH-D,PLT-D-PHH-LDH-1000,DONOR-01,71.591,71.591,% vehicle ctrl,True,pass,0
8348,OT-00024,PHH,LDH_release,100.0,24,1,2,BATCH-D,PLT-D-PHH-LDH-1000,DONOR-01,76.567,76.567,% vehicle ctrl,True,pass,0
8349,OT-00024,PHH,LDH_release,100.0,24,2,1,BATCH-D,PLT-D-PHH-LDH-1000,DONOR-02,82.93,82.93,% vehicle ctrl,True,pass,0
8350,OT-00024,PHH,LDH_release,100.0,24,2,2,BATCH-D,PLT-D-PHH-LDH-1000,DONOR-02,72.333,72.333,% vehicle ctrl,True,pass,0
8351,OT-00024,PHH,LDH_release,100.0,24,3,1,BATCH-D,PLT-D-PHH-LDH-1000,DONOR-03,67.534,67.534,% vehicle ctrl,True,pass,0
8352,OT-00024,PHH,LDH_release,100.0,24,3,2,BATCH-D,PLT-D-PHH-LDH-1000,DONOR-03,76.759,76.759,% vehicle ctrl,True,pass,0
8353,OT-00024,PHH,ALT_secretion,0.01,24,1,1,BATCH-D,PLT-D-PHH-ALT-0000,DONOR-01,13.732,13.732,% vehicle ctrl,True,pass,0
8354,OT-00024,PHH,ALT_secretion,0.01,24,1,2,BATCH-D,PLT-D-PHH-ALT-0000,DONOR-01,21.935,21.935,% vehicle ctrl,True,pass,0
8355,OT-00024,PHH,ALT_secretion,0.01,24,2,1,BATCH-D,PLT-D-PHH-ALT-0000,DONOR-02,15.539,15.539,% vehicle ctrl,True,pass,0
8356,OT-00024,PHH,ALT_secretion,0.01,24,2,2,BATCH-D,PLT-D-PHH-ALT-0000,DONOR-02,14.618,14.618,% vehicle ctrl,True,pass,0
8357,OT-00024,PHH,ALT_secretion,0.01,24,3,1,BATCH-D,PLT-D-PHH-ALT-0000,DONOR-03,17.307,17.307,% vehicle ctrl,True,pass,0
8358,OT-00024,PHH,ALT_secretion,0.01,24,3,2,BATCH-D,PLT-D-PHH-ALT-0000,DONOR-03,14.279,14.279,% vehicle ctrl,True,pass,0
8359,OT-00024,PHH,ALT_secretion,0.1,24,1,1,BATCH-D,PLT-D-PHH-ALT-0001,DONOR-01,18.976,18.976,% vehicle ctrl,True,pass,0
8360,OT-00024,PHH,ALT_secretion,0.1,24,1,2,BATCH-D,PLT-D-PHH-ALT-0001,DONOR-01,15.86,15.86,% vehicle ctrl,True,pass,0
8361,OT-00024,PHH,ALT_secretion,0.1,24,2,1,BATCH-D,PLT-D-PHH-ALT-0001,DONOR-02,13.246,13.246,% vehicle ctrl,True,pass,0
8362,OT-00024,PHH,ALT_secretion,0.1,24,2,2,BATCH-D,PLT-D-PHH-ALT-0001,DONOR-02,12.889,12.889,% vehicle ctrl,True,pass,0
8363,OT-00024,PHH,ALT_secretion,0.1,24,3,1,BATCH-D,PLT-D-PHH-ALT-0001,DONOR-03,9.478,9.478,% vehicle ctrl,True,pass,0
8364,OT-00024,PHH,ALT_secretion,0.1,24,3,2,BATCH-D,PLT-D-PHH-ALT-0001,DONOR-03,17.414,17.414,% vehicle ctrl,True,pass,0
8365,OT-00024,PHH,ALT_secretion,1.0,24,1,1,BATCH-D,PLT-D-PHH-ALT-0010,DONOR-01,6.233,6.233,% vehicle ctrl,True,pass,0
8366,OT-00024,PHH,ALT_secretion,1.0,24,1,2,BATCH-D,PLT-D-PHH-ALT-0010,DONOR-01,10.053,10.053,% vehicle ctrl,True,pass,0
8367,OT-00024,PHH,ALT_secretion,1.0,24,2,1,BATCH-D,PLT-D-PHH-ALT-0010,DONOR-02,17.823,17.823,% vehicle ctrl,True,pass,0
8368,OT-00024,PHH,ALT_secretion,1.0,24,2,2,BATCH-D,PLT-D-PHH-ALT-0010,DONOR-02,12.106,12.106,% vehicle ctrl,True,pass,0
8369,OT-00024,PHH,ALT_secretion,1.0,24,3,1,BATCH-D,PLT-D-PHH-ALT-0010,DONOR-03,12.061,12.061,% vehicle ctrl,True,pass,0
8370,OT-00024,PHH,ALT_secretion,1.0,24,3,2,BATCH-D,PLT-D-PHH-ALT-0010,DONOR-03,20.609,20.609,% vehicle ctrl,True,pass,0
8371,OT-00024,PHH,ALT_secretion,10.0,24,1,1,BATCH-D,PLT-D-PHH-ALT-0100,DONOR-01,20.307,20.307,% vehicle ctrl,True,pass,0
8372,OT-00024,PHH,ALT_secretion,10.0,24,1,2,BATCH-D,PLT-D-PHH-ALT-0100,DONOR-01,18.245,18.245,% vehicle ctrl,True,pass,0
8373,OT-00024,PHH,ALT_secretion,10.0,24,2,1,BATCH-D,PLT-D-PHH-ALT-0100,DONOR-02,22.258,22.258,% vehicle ctrl,True,pass,0
8374,OT-00024,PHH,ALT_secretion,10.0,24,2,2,BATCH-D,PLT-D-PHH-ALT-0100,DONOR-02,17.183,17.183,% vehicle ctrl,True,pass,0
8375,OT-00024,PHH,ALT_secretion,10.0,24,3,1,BATCH-D,PLT-D-PHH-ALT-0100,DONOR-03,16.334,16.334,% vehicle ctrl,True,pass,0
8376,OT-00024,PHH,ALT_secretion,10.0,24,3,2,BATCH-D,PLT-D-PHH-ALT-0100,DONOR-03,18.784,18.784,% vehicle ctrl,True,pass,0
8377,OT-00024,PHH,ALT_secretion,50.0,24,1,1,BATCH-D,PLT-D-PHH-ALT-0500,DONOR-01,37.415,37.415,% vehicle ctrl,True,pass,0
8378,OT-00024,PHH,ALT_secretion,50.0,24,1,2,BATCH-D,PLT-D-PHH-ALT-0500,DONOR-01,29.038,29.038,% vehicle ctrl,True,pass,0
8379,OT-00024,PHH,ALT_secretion,50.0,24,2,1,BATCH-D,PLT-D-PHH-ALT-0500,DONOR-02,31.765,31.765,% vehicle ctrl,True,pass,0
8380,OT-00024,PHH,ALT_secretion,50.0,24,2,2,BATCH-D,PLT-D-PHH-ALT-0500,DONOR-02,29.644,29.644,% vehicle ctrl,True,pass,0
8381,OT-00024,PHH,ALT_secretion,50.0,24,3,1,BATCH-D,PLT-D-PHH-ALT-0500,DONOR-03,31.426,31.426,% vehicle ctrl,True,pass,0
8382,OT-00024,PHH,ALT_secretion,50.0,24,3,2,BATCH-D,PLT-D-PHH-ALT-0500,DONOR-03,33.028,33.028,% vehicle ctrl,True,pass,0
8383,OT-00024,PHH,ALT_secretion,100.0,24,1,1,BATCH-D,PLT-D-PHH-ALT-1000,DONOR-01,31.254,31.254,% vehicle ctrl,True,pass,0
8384,OT-00024,PHH,ALT_secretion,100.0,24,1,2,BATCH-D,PLT-D-PHH-ALT-1000,DONOR-01,28.203,28.203,% vehicle ctrl,True,pass,0
8385,OT-00024,PHH,ALT_secretion,100.0,24,2,1,BATCH-D,PLT-D-PHH-ALT-1000,DONOR-02,32.027,32.027,% vehicle ctrl,True,pass,0
8386,OT-00024,PHH,ALT_secretion,100.0,24,2,2,BATCH-D,PLT-D-PHH-ALT-1000,DONOR-02,32.684,32.684,% vehicle ctrl,True,pass,0
8387,OT-00024,PHH,ALT_secretion,100.0,24,3,1,BATCH-D,PLT-D-PHH-ALT-1000,DONOR-03,35.104,35.104,% vehicle ctrl,True,pass,0
8388,OT-00024,PHH,ALT_secretion,100.0,24,3,2,BATCH-D,PLT-D-PHH-ALT-1000,DONOR-03,36.784,36.784,% vehicle ctrl,True,pass,0
8389,OT-00024,PHH,Caspase_3_7,0.01,24,1,1,BATCH-D,PLT-D-PHH-Cas-0000,DONOR-01,8.158,8.158,% vehicle ctrl,True,pass,0
8390,OT-00024,PHH,Caspase_3_7,0.01,24,1,2,BATCH-D,PLT-D-PHH-Cas-0000,DONOR-01,9.261,9.261,% vehicle ctrl,True,pass,0
8391,OT-00024,PHH,Caspase_3_7,0.01,24,2,1,BATCH-D,PLT-D-PHH-Cas-0000,DONOR-02,7.576,7.576,% vehicle ctrl,True,pass,0
8392,OT-00024,PHH,Caspase_3_7,0.01,24,2,2,BATCH-D,PLT-D-PHH-Cas-0000,DONOR-02,2.837,2.837,% vehicle ctrl,True,pass,0
8393,OT-00024,PHH,Caspase_3_7,0.01,24,3,1,BATCH-D,PLT-D-PHH-Cas-0000,DONOR-03,3.78,3.78,% vehicle ctrl,True,pass,0
